MetamorphicFacies_Benambran,MetamorphicFacies_KanimblanTablelands,MetamorphicFacies_Tabberabberan,Intrusions_Tabberabberan,RockUnits_LAO
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Granite
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siliciclastic sedimentary rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Granodiorite,Granodiorite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Basalt
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Granite
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Andesite
Greenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siliciclastic sedimentary rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siliciclastic sedimentary rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siliciclastic sedimentary rock
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Conglomerate
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Greenschist facies,Subgreenschist facies,Upper Greenschist,Null,Pyroclastic rock
Greenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Amphibolite facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Greenschist facies,Granite,Granite
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siliciclastic sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Pyroclastic rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Igneous rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sedimentary rock
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Null
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Basalt
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Granite,Granite
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Metamorphic rock
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Metamorphic rock
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Metamorphic rock
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Conglomerate
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Greenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
